review_rating,review_text,review_questions_Meal type,polarity,sentiment_model,sentiment_true,accuracy
4,"Pretty decent ramen shop. We stopped in to check it out as it had good reviews.

We had the beef shoyu and spicy beef garlic, and both had premium broth flavors, and the noodles were good, too. It wasn't exactly the best ramen I've ever had, but it was pretty damn good. I do recommend this place since there's a very quick turnaround to get your food.

The menu is actually the most visually appealing menu I've seen in a while. I love its design and functionality. The music selection is pretty good, too.",Dinner,0.46,positive,positive,True
5,"Great food, great service. I had the original pork ramen with corn added and it was delicious.",,0.74375,positive,positive,True
1,"Horrible restaurant i dont know how they got such high rating??? I ordered some beef donburi from them through Ubereats and this was like a robbing, worst and smallest portion i have ever seen with sprinkles of little tiny pieces of meat, are you kidding me? How do you guys run business with your conscience like this????",Lunch,-0.33791666666666664,negative,negative,True
1,"It was my first time visiting Vancourer, and I always tried out ramen. The shoyu ramen didn't taste as great as I expected. The person that cooked my ramen was staring at me with menacing eyes, and the Japanese waitresses ignored me when I asked them a question about tourism. She didn't understand, and then she ignored me. Would not recommend ordering ramen from this place again!",Lunch,-0.009999999999999986,neutral,negative,False
5,Best location Lower Mainland-Hands Down!!,Dinner,0.3784722222222222,positive,positive,True
5,YUM. Staff were super nice. Got takeout and it was out in an instant.,,0.3111111111111111,positive,positive,True
5,Delicious ramen!,,1.0,positive,positive,True
5,Ramen was really good,,0.7,positive,positive,True
5,Had ramen today on a cold rainy day. Broth was too smooth and good plus excellent customer service. Must visit this place at Robson street,Dinner,0.375,positive,positive,True
5,"Great ramen place. Delicious shoyu beef ramen. Will come again, good service and nice atmosphere",Dinner,0.775,positive,positive,True
5,My fiancé and I ordered the Beef Value Ramen meal after hitting up Stanley park all day! It sure hit the spot! It was comforting and satisfying.,Dinner,0.5625,positive,positive,True
5,Great place to rest your legs and enjoy and nice hot bowl of ramen!,Lunch,0.5281250000000001,positive,positive,True
4,Today I visited Kinton Ramen on Robson st. Ramen was so good 😊,Lunch,0.7,positive,positive,True
5,Delicious ramen!,Lunch,1.0,positive,positive,True
5,"Friendly staff, yummy food. We will definitely come here another time.",Lunch,0.1875,positive,positive,True
5,Their cheesecake is surprisingly good!!,Other,1.0,positive,positive,True
5,Good,Dinner,0.7,positive,positive,True
5,"Super recomendo!
Porção de takoyaki delicioso e ramen com muito sabor!

O espaço é pequeno mas com mesas vem distribuídas! O atendimento é ótimo e a localização de fácil acesso a pé, próximo de lugares populares!",Dinner,0.47847222222222224,positive,positive,True
5,"My combo was excellent! The chicken original ramen was awesome! Great service,music and it's worth the price! Definetely I'll come back.",Lunch,0.42142857142857143,positive,positive,True
5,"Very consistently good, and open late which is great for me. Prices are good.",Dinner,0.38,positive,positive,True
5,I really liked the beef ramen 😋,Dinner,0.6,positive,positive,True
5,"I ordered the Beef Value Ramen, and instead of the soft drink, I had the hot green tea. The restaurant is relaxing and cozy. The portion size of this combo was just right. There are lots of additional toppings, sides, and drinks for you to choose from, similar to those BYOB (Build your own Bowl). If you finish the whole bowl, you'll get a Kinton Ramen card to collect stamps and enjoy the rewards (except the value meal).",Lunch,0.1595238095238095,positive,positive,True
5,good food and nice atmosphere,Lunch,0.6499999999999999,positive,positive,True
5,Best ramen,,1.0,positive,positive,True
5,Best ramen in town!,Dinner,1.0,positive,positive,True
5,Fantastic ramen best so far!!!,,0.5317708333333333,positive,positive,True
5,Super tasty ramen! Broth has great flavors and the texture of the meat is nicely soft! Would love to come back!,Dinner,0.36833333333333335,positive,positive,True
5,"It was our first time and it was an Amazing experience at Kinton Ramen.
Best Ramen",Dinner,0.6166666666666667,positive,positive,True
5,"I've been here several times .ᐟ
Every time I come, the food is always so delicious, and I leave satisfied.
It's the best ramen place in Van 🍜
If you're Korean, I recommend the garlic spicy broth❤️‍🔥",Dinner,0.625,positive,positive,True
5,Great spot,Lunch,0.8,positive,positive,True
5,"Kinton Ramen is one of my go-to spots...I seriously love it here. The broth is always rich, flavourful, and comforting, exactly what I crave on a cold day. There’s just something about their ramen that hits the spot every time.

What’s even better is that they’ve rolled out a new summer series, and it’s perfect for the warmer days. It’s great to see a ramen place that understands how to adapt for the seasons while still delivering on taste and quality.

Whether you’re in the mood for something cozy and hearty or something lighter and refreshing, Kinton has it all. Definitely one of my favorite ramen spots in the city!",,0.3238636363636363,positive,positive,True
5,It’s a great place to eat I love their beef shoyu very much,Dinner,0.52,positive,positive,True
5,The ramen is great! Love that they have the thick and thin options and they have chicken broth and beef broth ramen A++!! Def a bang for your buck 😉! Ohhh and their takeout containers 🔥🔥🔥,Dinner,-0.040000000000000015,neutral,positive,False
5,An intimate ramen spot,Dinner,0.2,positive,positive,True
5,"Great service, even better food.",Dinner,0.65,positive,positive,True
5,Fire,Lunch,0.0,neutral,positive,False
5,"Delicious!  I got the veggie original. So good!  I also had the pork, it was so good, and we loved the gyoza.  Great atmosphere.  Friendly service.  It gets busy but it's worth the wait!",Dinner,0.5888888888888889,positive,positive,True
5,Good good 👍,Lunch,0.7,positive,positive,True
1,So long story short there was a hair in our bowl and when we told the server and manager about it they just offered us a 15 percent discount because we were almost done! Sorry folks we didn`t know we should inspect our food for foreign objects before eating! And the funny part is that when I said this is not enough to compensate for your mistake the guy actually told me you`re already getting a discounted price so we can just do that 15 percent! Again sorry guys! we didn`t know offering a discount for your anniversary means that we don`t even deserve an appropriate apology for the hair in our food! it`s definitely not about the money it`s about the most basic customer service!,,0.0036458333333333295,neutral,negative,False
5,Great service.,Dinner,0.8,positive,positive,True
1,"the girl worker working 5/18 was rude as hell to my family, she spoke so rudely to us thinking we were not japanese but gave us so much attitude. (we understood everything they were saying btw were fluent japanese)",,-0.07999999999999999,neutral,negative,False
5,"Fast entry and service, refreshing meal, and good vibes!",Dinner,0.525,positive,positive,True
5,Good food good service,,0.7,positive,positive,True
5,Absolutely gorgeous. Highly recommend beef spicy garlic ramen (GOAT RAMEN!!) Service is also pretty good! Guys please come and try. Wait I forgot Gyoza! The pork gyoza is sooo delicious! Will definitely come back to eat!,Dinner,0.4571428571428572,positive,positive,True
5,"The garlic spicy pork was really good, would recommend (along with what seems like everyone else )",,0.7,positive,positive,True
4,Came here for the anniversary promo. picked recommended items for chicken and pork. chicken one was very good except i would have liked the pork chashu instead of chicken meat. i’m not a huge fan of the spicy pork one. i wish they recommended the none spicy one but still quite unique and not bad,Dinner,0.02937499999999999,neutral,positive,False
5,Pleasant experience！,,0.7333333333333334,positive,positive,True
5,Very tasty and patient services,Dinner,0.2,positive,positive,True
5,Great food，great service！,,0.8,positive,positive,True
4,"I got the original pork ramen. It was delicious and the service was quick+responsive. Sadly it is a bit busy at times and the restaurant is a bit small and cramped, hence the 4/5 stars on “atmosphere”. Overall, we would come here again!",Dinner,0.12083333333333333,neutral,positive,False
5,"Quick and friendly service. Had pork, chicken and veggie original ramen. Veggie was especially delicious!",Dinner,0.2966666666666667,positive,positive,True
5,"Awesome Ramen. Had the Original Pork, perfect noodles, perfect temperature, perfect flavor. Would love to come back.",Lunch,0.6964285714285714,positive,positive,True
5,"Great place, the server recommended the special in the menu thay was on promotion, and ended up saving us a lot of money. Great food - we had vegetarian options and fries. Highly recommend if you are in Vancouver.",,0.5292857142857144,positive,positive,True
5,"We love ramens and been to multiple different places. The pork original blown our mind with a touch of grilled taste which is very good. The meat, the egg and the broth, all very good. Will come back again!",Lunch,0.38499999999999995,positive,positive,True
5,"My 4yo first ramen experience. Was worried it wouldn't go well but she loved it.
Thanks Kinton.",Lunch,0.3833333333333333,positive,positive,True
5,"Had a great experience at Kinton Ramen! The ramen was absolutely delicious – rich, flavorful broth and perfectly cooked noodles. The space was clean and well-kept, with a comfortable, modern vibe. The atmosphere was warm and welcoming, making it a great spot to enjoy a meal. Will definitely be back!",Lunch,0.5583333333333333,positive,positive,True
5,good good good,,0.6999999999999998,positive,positive,True
5,The service and ambience here is top notch!,,0.625,positive,positive,True
5,我點一般豬肉拉麵，太好吃了,,0.0,neutral,positive,False
5,Finally I had a chance to try their ramen at the Robson location. It tasted very good.,Brunch,0.45499999999999996,positive,positive,True
5,Super delicious opens till late,Dinner,0.3444444444444444,positive,positive,True
5,"Maybe it was because this was my first ramen experience, maybe it’s because, in classic Vancouver fashion, it was rainy and cold. But this was so much better than I imagined.

The broth hit so hard, rich and flavourful, the pork melted in my mouth and the noodles had such a great firmness. I was warmed up all around.

I ordered the Hot Sake Combo, with the Pork Shoyu. And if I have the chance to go back, I want to try the spicy ramen.",Dinner,0.145,neutral,positive,False
5,Very good taste,,0.9099999999999999,positive,positive,True
5,"Price is pretty reasonable, went with a friend and i would totally recommend for those that enjoy ramen",Dinner,0.21250000000000002,positive,positive,True
5,I loved everything single detail of the place! The food was on point🔥😍 Definitely coming back again!,Dinner,0.1526785714285714,positive,positive,True
4,Excellent spicy garlic pork. Great service.,,0.9,positive,positive,True
5,"Great food and very kind staff, we came in with our toddlers and everyone was really nice!",Dinner,0.7766666666666667,positive,positive,True
3,"Food fine, good value deal, fries tasty",,0.5583333333333333,positive,neutral,False
4,my first time to visit here,Dinner,0.25,positive,positive,True
5,Ramen is good.  Tokyo fries must try,Dinner,0.7,positive,positive,True
5,"Been here multiple times already. Food quality consistent. Good portion. Friendly Servers.

Today I got the tokyo fries and its very crunchy, clearly freshly fried. Tad bit on the saltier side but the ketchup balances it",,0.30416666666666664,positive,positive,True
5,delicious 😋! come eat here now,,1.0,positive,positive,True
5,My favourite ramen in vancouver!!!,,0.0,neutral,positive,False
5,Amazing services!,Lunch,0.7500000000000001,positive,positive,True
5,"The best Ramen I ever ate, service is top notch 😄 Amazing guys, thx a lot)",Dinner,0.7000000000000001,positive,positive,True
5,I love the spicy pork ramen! I get it every time I’m here it’s so rich and full of flavor. Highly recommend.,,0.3775,positive,positive,True
5,I had pork original. It was great,,0.5875,positive,positive,True
5,was an absolute amazing experience,Dinner,0.4,positive,positive,True
5,Our server taiki made it an INCREDIBLE EXPERIENCE,,0.9,positive,positive,True
5,Our server Taiki was so so hopeful and so kind to us although we were a big group! Everyone approved of their ramen I’d say it was very good!!!!,,0.5333333333333333,positive,positive,True
5,So good would totally come again with friends after a concert!,,0.35,positive,positive,True
5,It is a very nice and cozy place to test Japanese food and get familiar with Japanese culture.,Dinner,0.191,positive,positive,True
5,"It was amazing as always! I love veggie miso. I've been to their North Van branch, but this branch is also awesome. Akane was nice and welcoming.",Dinner,0.7125,positive,positive,True
5,"First time eating Ramen so not a credible review, but it was sooo good :)",,0.3125,positive,positive,True
5,"Great ramen place! The crispy edges of the Gyoza made it even more enjoyable. Pork Shoyu was mildly flavored, not too salty. Chicken Karaage was delicious as well.",Lunch,0.45555555555555555,positive,positive,True
5,"Good service, attentive service. Ramen soup especially the chicken and beef- amazing!! Perfectly favoured!!",Dinner,0.40625,positive,positive,True
5,"Good soup, nice boiled eggs, meets was tender! I like this Downtown Location of Kinton. My boyfriend likes it too 😊",Dinner,0.725,positive,positive,True
5,Kind staff & yummy food! Great spot for a lunch time bite or dinner with friends!,Dinner,0.875,positive,positive,True
5,Ramen and services was great,Dinner,0.8,positive,positive,True
4,While not the best ramen in my life this chain offered up a delicious meal complete with combo gyoza and beverage. Absolutely worth a shot if you're in the mood. Seating is tight and we did feel a little rushed to move on as others were waiting.,Dinner,0.33898809523809526,positive,positive,True
5,"We visited this ramen restaurant for the first time during our trip to Vancouver, and it was a wonderful experience! We ordered one of the combo meals, which was a great deal for the price — very satisfying and tasty. The service was fast, polite, and positive. The staff were kind enough to bring us an extra sauce for the fries just as we asked, which we really appreciated. The atmosphere was warm and welcoming, and the whole place had a great vibe. As first-time visitors to Vancouver, this meal made us feel even more excited to explore the city. Highly recommended!",Lunch,0.41264204545454547,positive,positive,True
5,"It’s the wonderful place to go after a concert at Vogue, it’s open till 12am. Tasty late night foods!",Dinner,0.20833333333333334,positive,positive,True
5,Amazing veggie garlic spiced Raman. Perfect for the cold weather.,Dinner,0.3333333333333333,positive,positive,True
5,Amazing ramen in a fun location.,Dinner,0.45000000000000007,positive,positive,True
5,"Their beef spicy garlic ramen was awesome. Perfect spicy level, and great portion too. Will definitely come back.",,0.5599999999999999,positive,positive,True
5,"Thank God the place wasn't crowded.
We were very starving.
We got a table for two very fast, and immediately the server gave us two water cups.

We were so thirsty as well,  so we ordered the Sapporo beer for each of us.

The music was such perfect for my vacation trip. Kinton Ramen never disappoint me.",Lunch,0.365,positive,positive,True
5,Kinton Ramen is the best! I always dine here,Dinner,1.0,positive,positive,True
5,"Comida muy rica, las personas muy amables y atentas. Disfrutamos mucho.",Lunch,0.596875,positive,positive,True
5,"Authentic place, delicious food!",Lunch,0.75,positive,positive,True
5,"Good food, great experience!",Lunch,0.85,positive,positive,True
5,Great food great Experiance,Brunch,0.8,positive,positive,True
5,Great food and service,Lunch,0.8,positive,positive,True
5,Bussin,,0.0,neutral,positive,False
5,"This place was amazing, genuinely the ice cream, the fries, and especially the chicken ramen. Will 10/10 come back again!",,0.08,neutral,positive,False
5,amazing restaurant! wonderful server and atmosphere,Lunch,0.875,positive,positive,True
5,"I love the environment here, the food tastes great too!",,0.75,positive,positive,True
